,start_time,end_time,wav_file,emotion,val,act,dom
1069,131.2094,136.86,Ses01M_impro04_M016,fru,2.0,4.0,4.0
1070,137.35,139.06,Ses01M_impro04_M017,fru,2.0,3.5,4.0
1071,139.46,147.2,Ses01M_impro04_M018,ang,1.5,5.0,4.5
1072,148.38,151.84,Ses01M_impro04_M019,xxx,2.0,4.5,4.5
1073,159.77,161.86,Ses01M_impro04_M020,fru,2.0,3.5,3.5
1074,161.95,163.61,Ses01M_impro04_M021,xxx,2.5,3.5,3.0
1075,164.74,166.5275,Ses01M_impro04_M022,fru,2.5,3.0,3.0
1076,172.34,178.643,Ses01M_impro04_M023,ang,2.0,4.5,5.0
1077,182.88,186.445,Ses01M_impro04_M024,fru,2.0,4.0,3.5
1078,189.3,190.8275,Ses01M_impro04_M025,neu,4.5,4.5,1.0
1079,2.2687,4.32,Ses01M_impro05_F000,neu,3.0,3.0,3.0
1080,7.23,9.88,Ses01M_impro05_F001,neu,3.0,2.5,3.5
1081,10.1725,13.7,Ses01M_impro05_F002,neu,3.0,2.5,3.5
1082,15.125,16.415,Ses01M_impro05_F003,neu,3.0,3.5,2.5
1083,17.97,22.03,Ses01M_impro05_F004,neu,3.0,3.0,3.5
1084,22.2,25.06,Ses01M_impro05_F005,neu,2.5,2.5,3.0
1085,25.1125,27.86,Ses01M_impro05_F006,neu,2.5,2.5,3.0
1086,30.5125,33.31,Ses01M_impro05_F007,neu,2.5,2.0,3.0
1087,34.42,36.41,Ses01M_impro05_F008,fru,2.0,2.5,3.5
1088,37.4,39.99,Ses01M_impro05_F009,xxx,2.0,3.0,4.0
1089,40.845,43.1575,Ses01M_impro05_F010,xxx,2.0,3.0,3.5
1090,45.67,49.92,Ses01M_impro05_F011,neu,3.5,3.0,3.5
1091,49.92,52.31,Ses01M_impro05_F012,neu,3.0,3.5,3.5
1092,53.7075,56.24,Ses01M_impro05_F013,neu,3.0,2.5,3.5
1093,58.5,60.23,Ses01M_impro05_F014,neu,3.0,2.5,3.0
1094,61.48,67.48,Ses01M_impro05_F015,neu,2.5,3.5,4.0
1095,67.51,73.25,Ses01M_impro05_F016,neu,2.5,3.0,4.0
1096,91.41,100.24,Ses01M_impro05_F017,neu,2.5,3.0,3.0
1097,100.24,102.86,Ses01M_impro05_F018,neu,3.0,3.0,3.5
1098,102.92,106.17,Ses01M_impro05_F019,neu,2.0,4.0,4.0
1099,107.93,114.19,Ses01M_impro05_F020,neu,3.5,3.5,4.0
1100,114.19,115.47,Ses01M_impro05_F021,neu,3.0,2.5,3.0
1101,117.22,118.7,Ses01M_impro05_F022,neu,3.0,2.5,3.0
1102,119.6225,121.23,Ses01M_impro05_F023,neu,3.0,2.5,3.0
1103,125.2,127.13,Ses01M_impro05_F024,neu,3.0,3.0,3.5
1104,129.24,133.83,Ses01M_impro05_F025,neu,3.0,3.0,3.0
1105,133.83,136.87,Ses01M_impro05_F026,neu,3.0,2.0,3.0
1106,142.65,144.12,Ses01M_impro05_F027,neu,3.0,2.5,2.5
1107,148.72,150.76,Ses01M_impro05_F028,neu,2.5,2.0,3.0
1108,155.57,157.29,Ses01M_impro05_F029,neu,2.5,2.5,2.5
1109,158.87,160.93,Ses01M_impro05_F030,neu,2.5,2.5,3.5
1110,161.34,162.59,Ses01M_impro05_F031,neu,2.5,3.0,2.5
1111,163.69,166.1,Ses01M_impro05_F032,neu,2.0,2.5,3.5
1112,166.37,167.6,Ses01M_impro05_F033,neu,3.0,2.5,3.0
1113,173.09,178.46,Ses01M_impro05_F034,neu,2.0,3.5,3.5
1114,186.33,190.02,Ses01M_impro05_F035,fru,2.5,2.5,3.5
1115,192.91,194.75,Ses01M_impro05_F036,xxx,3.0,2.5,3.5
1116,194.9425,201.75,Ses01M_impro05_F037,xxx,2.5,2.5,3.0
1117,3.71,7.82,Ses01M_impro05_M000,fru,1.5,3.5,4.5
1118,8.06,12.34,Ses01M_impro05_M001,fru,1.5,4.0,4.5
1119,12.53,15.6575,Ses01M_impro05_M002,fru,1.0,4.0,4.5
1120,15.86,21.15,Ses01M_impro05_M003,xxx,1.0,4.0,5.0
1121,26.1923,31.08,Ses01M_impro05_M004,ang,1.5,4.0,4.5
1122,31.78,34.83,Ses01M_impro05_M005,ang,1.0,4.5,5.0
1123,34.85,37.67,Ses01M_impro05_M006,ang,1.0,4.5,5.0
1124,37.715,41.47,Ses01M_impro05_M007,ang,1.0,4.5,4.5
1125,42.835,46.02,Ses01M_impro05_M008,ang,1.0,4.0,5.0
1126,51.75,54.53,Ses01M_impro05_M009,fru,1.5,3.0,4.0
1127,54.56,58.79,Ses01M_impro05_M010,fru,1.5,4.0,4.5
1128,58.82,63.4075,Ses01M_impro05_M011,xxx,1.5,4.5,5.0
1129,63.8375,66.22,Ses01M_impro05_M012,xxx,1.0,4.5,5.0
1130,72.76,84.05,Ses01M_impro05_M013,xxx,1.0,5.0,5.0
1131,84.29,91.75,Ses01M_impro05_M014,xxx,1.5,4.0,4.5
1132,105.39,107.46,Ses01M_impro05_M015,neu,2.5,2.0,3.0
1133,113.68,117.49,Ses01M_impro05_M016,xxx,2.0,3.5,4.5
1134,118.24,120.07,Ses01M_impro05_M017,xxx,1.5,4.0,3.5
1135,121.43,125.61,Ses01M_impro05_M018,fru,2.0,3.5,3.5
1136,125.71,129.6,Ses01M_impro05_M019,xxx,1.5,3.5,4.5
1137,134.9988,137.5,Ses01M_impro05_M020,ang,2.0,3.0,3.5
1138,137.5,143.35,Ses01M_impro05_M021,ang,1.5,4.0,4.5
1139,143.52,149.35,Ses01M_impro05_M022,ang,1.5,4.0,4.5
1140,149.88,156.39,Ses01M_impro05_M023,ang,1.0,3.5,5.0
1141,156.46,159.96,Ses01M_impro05_M024,ang,1.5,4.0,4.5
1142,160.02,167.01,Ses01M_impro05_M025,ang,2.0,4.5,4.0
1143,167.01,173.73,Ses01M_impro05_M026,ang,1.5,5.0,4.5
1144,175.2775,181.46,Ses01M_impro05_M027,ang,1.5,4.0,4.0
1145,181.495,186.82,Ses01M_impro05_M028,ang,1.5,4.5,4.5
1146,189.42,198.34,Ses01M_impro05_M029,xxx,1.5,4.0,4.5
1147,199.27,200.3975,Ses01M_impro05_M030,fru,1.5,2.5,3.0
1148,201.2825,203.71,Ses01M_impro05_M031,ang,1.0,5.0,4.5
1149,10.0955,12.68,Ses01M_impro06_F000,neu,3.0,2.5,2.0
1150,23.26,26.3875,Ses01M_impro06_F001,neu,3.0,2.0,2.5
1151,39.43,41.75,Ses01M_impro06_F002,neu,3.0,2.0,2.5
1152,61.86,64.65,Ses01M_impro06_F003,sad,2.5,2.0,2.5
1153,67.277,70.12,Ses01M_impro06_F004,sad,2.5,2.0,2.0
1154,70.205,72.2704,Ses01M_impro06_F005,sad,2.5,2.0,3.5
1155,76.5016,79.03,Ses01M_impro06_F006,sad,3.0,2.0,2.5
1156,87.2562,89.47,Ses01M_impro06_F007,neu,3.0,2.0,3.0
1157,94.62,96.52,Ses01M_impro06_F008,neu,2.5,2.0,2.5
1158,97.45,101.42,Ses01M_impro06_F009,neu,2.5,3.0,3.0
1159,101.5,105.8675,Ses01M_impro06_F010,neu,2.5,3.0,3.0
1160,107.02,108.56,Ses01M_impro06_F011,neu,2.5,2.0,2.5
1161,112.615,113.9775,Ses01M_impro06_F012,neu,2.5,2.5,2.5
1162,117.85,120.8,Ses01M_impro06_F013,neu,2.5,3.0,3.0
1163,131.1825,132.555,Ses01M_impro06_F014,neu,3.0,2.5,2.5
1164,143.9425,145.16,Ses01M_impro06_F015,neu,3.0,2.5,2.5
1165,145.94,147.78,Ses01M_impro06_F016,neu,3.0,2.0,2.5
1166,148.265,150.71,Ses01M_impro06_F017,neu,2.5,3.0,3.0
1167,157.23,159.57,Ses01M_impro06_F018,neu,2.5,3.0,3.0
1168,159.75,163.9425,Ses01M_impro06_F019,neu,3.0,2.5,3.0
1169,178.3706,181.43,Ses01M_impro06_F020,neu,2.5,2.5,3.5
1170,184.26,186.2647,Ses01M_impro06_F021,neu,2.5,2.0,2.5
1171,188.97,190.92,Ses01M_impro06_F022,neu,2.5,2.0,2.5
1172,197.06,199.05,Ses01M_impro06_F023,neu,3.0,2.0,2.5
1173,200.3676,203.16,Ses01M_impro06_F024,neu,3.0,2.0,3.0
1174,208.8826,210.7397,Ses01M_impro06_F025,neu,2.5,2.0,2.5
1175,214.6701,217.6415,Ses01M_impro06_F026,neu,3.0,3.0,3.0
1176,233.02,235.13,Ses01M_impro06_F027,neu,3.0,2.0,2.5
1177,239.1062,242.6985,Ses01M_impro06_F028,neu,3.0,2.0,2.5
1178,12.4633,16.51,Ses01M_impro06_M000,sad,3.0,2.5,2.0
1179,19.1808,22.89,Ses01M_impro06_M001,sad,3.0,2.0,3.0
1180,25.7888,30.0906,Ses01M_impro06_M002,sad,2.5,2.0,2.0
1181,31.76,35.36,Ses01M_impro06_M003,sad,2.5,2.5,2.5
1182,36.11,40.0,Ses01M_impro06_M004,sad,2.0,3.0,3.5
1183,41.22,44.6825,Ses01M_impro06_M005,sad,2.0,2.5,3.0
1184,46.41,61.99,Ses01M_impro06_M006,sad,1.5,2.5,3.5
1185,63.63,67.63,Ses01M_impro06_M007,sad,2.0,2.0,2.5
1186,71.79,76.0581,Ses01M_impro06_M008,sad,2.0,2.0,3.0
1187,79.2956,82.6661,Ses01M_impro06_M009,sad,1.5,2.5,2.5
1188,83.7526,87.234,Ses01M_impro06_M010,sad,1.5,3.0,3.0
1189,89.295,95.89,Ses01M_impro06_M011,sad,2.0,2.5,3.0
1190,96.5029,97.96,Ses01M_impro06_M012,sad,3.0,2.0,2.5
1191,100.6075,105.74,Ses01M_impro06_M013,sad,2.5,3.0,3.0
1192,105.84,109.16,Ses01M_impro06_M014,sad,2.5,3.0,3.5
1193,109.59,114.61,Ses01M_impro06_M015,sad,2.5,3.0,3.0
1194,115.9875,118.25,Ses01M_impro06_M016,sad,2.5,2.5,3.0
1195,123.15,146.89,Ses01M_impro06_M017,sad,1.5,3.0,4.5
1196,150.05,153.93,Ses01M_impro06_M018,sad,2.5,2.0,3.0
1197,154.55,157.4,Ses01M_impro06_M019,sad,2.0,2.5,3.0
1198,159.35,160.74,Ses01M_impro06_M020,sad,3.0,2.5,2.0
1199,163.73,165.86,Ses01M_impro06_M021,sad,2.0,2.0,3.5
1200,181.8077,184.86,Ses01M_impro06_M022,sad,2.5,2.0,3.0
1201,186.5973,189.55,Ses01M_impro06_M023,sad,2.5,2.0,3.5
1202,193.13,197.51,Ses01M_impro06_M024,sad,1.5,3.0,3.5
1203,202.51,203.85,Ses01M_impro06_M025,sad,3.0,2.0,2.5
1204,205.65,208.5721,Ses01M_impro06_M026,sad,2.5,3.0,3.5
1205,210.21,212.22,Ses01M_impro06_M027,sad,2.5,2.0,2.5
1206,217.5175,221.8768,Ses01M_impro06_M028,sad,3.5,2.5,4.0
1207,225.32,227.51,Ses01M_impro06_M029,sad,2.0,2.5,3.0
1208,227.54,234.26,Ses01M_impro06_M030,sad,1.5,3.0,4.5
1209,7.63,8.57,Ses01M_impro07_F000,neu,4.0,2.0,2.5
1210,13.95,21.12,Ses01M_impro07_F001,exc,4.5,4.0,3.0
1211,23.88,25.25,Ses01M_impro07_F002,xxx,3.5,3.0,2.0
1212,27.06,29.81,Ses01M_impro07_F003,exc,3.5,3.0,3.0
1213,30.31,33.08,Ses01M_impro07_F004,exc,4.0,3.5,3.0
1214,33.72,37.27,Ses01M_impro07_F005,exc,4.5,4.0,3.0
1215,37.88,42.5825,Ses01M_impro07_F006,exc,3.5,3.5,3.0
1216,45.145,49.2825,Ses01M_impro07_F007,exc,3.5,2.5,3.0
1217,49.64,52.1,Ses01M_impro07_F008,exc,4.0,2.5,3.0
1218,52.46,57.4562,Ses01M_impro07_F009,exc,4.0,2.5,3.5
1219,58.78,60.21,Ses01M_impro07_F010,neu,3.0,2.0,2.0
1220,60.81,66.77,Ses01M_impro07_F011,exc,3.0,2.5,2.5
1221,68.64,72.35,Ses01M_impro07_F012,neu,4.0,3.0,2.5
1222,72.84,76.23,Ses01M_impro07_F013,exc,3.5,2.5,2.5
1223,76.59,87.8575,Ses01M_impro07_F014,exc,4.0,3.0,3.0
1224,88.4125,92.41,Ses01M_impro07_F015,exc,4.0,2.5,2.5
1225,95.26,101.5,Ses01M_impro07_F016,exc,4.0,3.0,2.5
1226,101.62,109.02,Ses01M_impro07_F017,xxx,3.5,2.5,3.0
1227,111.59,116.34,Ses01M_impro07_F018,exc,3.5,3.0,2.5
1228,116.5,119.025,Ses01M_impro07_F019,xxx,4.0,3.0,3.0
1229,121.15,125.25,Ses01M_impro07_F020,neu,3.0,2.5,2.5
1230,125.31,132.5725,Ses01M_impro07_F021,exc,3.5,3.0,2.5
1231,132.86,138.12,Ses01M_impro07_F022,exc,4.0,3.5,3.5
1232,139.07,141.8,Ses01M_impro07_F023,exc,4.0,3.0,2.5
1233,141.99,144.485,Ses01M_impro07_F024,exc,3.5,3.0,2.5
1234,144.66,148.265,Ses01M_impro07_F025,exc,4.0,3.5,2.5
1235,149.71,154.92,Ses01M_impro07_F026,exc,4.0,4.0,3.5
1236,156.18,167.8,Ses01M_impro07_F027,exc,4.5,4.0,3.0
1237,171.73,174.2,Ses01M_impro07_F028,xxx,3.0,2.5,2.5
1238,174.93,180.91,Ses01M_impro07_F029,xxx,3.0,3.0,2.5
1239,183.02,184.72,Ses01M_impro07_F030,xxx,3.5,2.5,2.5
1240,185.4225,188.8425,Ses01M_impro07_F031,xxx,3.0,2.5,3.0
1241,191.05,192.2475,Ses01M_impro07_F032,xxx,3.0,2.5,2.0
1242,192.7,195.05,Ses01M_impro07_F033,hap,3.0,3.0,3.0
1243,195.17,205.4775,Ses01M_impro07_F034,hap,4.0,3.5,3.5
1244,2.6812,7.98,Ses01M_impro07_M000,exc,4.0,4.0,3.0
1245,8.22,14.75,Ses01M_impro07_M001,exc,4.0,3.0,3.0
1246,15.54,20.67,Ses01M_impro07_M002,exc,5.0,3.5,4.0
1247,20.92,34.38,Ses01M_impro07_M003,exc,4.0,4.0,3.0
1248,34.76,38.66,Ses01M_impro07_M004,exc,4.5,3.5,2.5
1249,38.78,48.28,Ses01M_impro07_M005,exc,4.0,4.0,3.0
1250,48.73,52.86,Ses01M_impro07_M006,hap,4.0,3.0,2.0
1251,54.63,56.31,Ses01M_impro07_M007,exc,4.0,4.0,2.5
1252,56.53,61.35,Ses01M_impro07_M008,exc,4.0,3.0,2.5
1253,61.59,63.56,Ses01M_impro07_M009,exc,3.0,2.5,2.5
1254,66.3983,78.9,Ses01M_impro07_M010,exc,3.5,3.0,3.0
1255,80.6825,83.82,Ses01M_impro07_M011,hap,4.0,3.0,2.5
1256,87.43,90.44,Ses01M_impro07_M012,xxx,3.5,2.5,2.5
1257,90.92,102.61,Ses01M_impro07_M013,hap,3.5,2.5,2.5
1258,106.5475,112.35,Ses01M_impro07_M014,xxx,3.0,3.0,2.5
1259,115.61,125.3625,Ses01M_impro07_M015,xxx,3.0,3.5,3.5
1260,127.52,131.39,Ses01M_impro07_M016,xxx,3.5,3.5,2.5
1261,131.95,134.62,Ses01M_impro07_M017,hap,4.0,3.5,2.5
1262,135.305,141.01,Ses01M_impro07_M018,exc,3.5,3.5,3.0
1263,141.34,142.68,Ses01M_impro07_M019,hap,3.5,2.5,2.5
1264,143.98,147.84,Ses01M_impro07_M020,neu,3.5,2.5,2.5
1265,147.91,150.1225,Ses01M_impro07_M021,sur,2.5,3.0,2.5
1266,150.7925,153.8,Ses01M_impro07_M022,sur,3.0,4.0,3.5
1267,153.86,159.14,Ses01M_impro07_M023,xxx,2.5,4.0,3.5
1268,165.1825,169.6425,Ses01M_impro07_M024,exc,4.0,3.0,3.0
1269,169.7275,172.34,Ses01M_impro07_M025,xxx,3.0,2.5,2.5
1270,172.46,175.3625,Ses01M_impro07_M026,neu,2.5,3.0,2.5
1271,177.26,178.75,Ses01M_impro07_M027,xxx,3.0,2.5,1.5
1272,179.94,185.3475,Ses01M_impro07_M028,xxx,3.0,2.5,2.5
1273,185.78,191.52,Ses01M_impro07_M029,xxx,3.5,3.0,2.0
1274,192.22,194.25,Ses01M_impro07_M030,neu,3.0,2.5,1.5
1275,194.77,196.02,Ses01M_impro07_M031,xxx,3.0,2.0,1.5
1276,196.38,199.86,Ses01M_impro07_M032,hap,4.0,3.0,2.5
1277,204.81,206.6,Ses01M_impro07_M033,hap,3.5,2.5,1.5
1278,8.06,11.5914,Ses01M_script01_1_F000,fru,2.0,1.6667,1.6667
1279,14.4,16.6181,Ses01M_script01_1_F001,sur,2.0,2.6667,3.0
1280,19.2815,23.92,Ses01M_script01_1_F002,sur,2.0,3.3333,3.0
1281,29.3349,33.2,Ses01M_script01_1_F003,sur,2.6667,2.6667,2.6667
1282,39.7634,42.1267,Ses01M_script01_1_F004,sad,2.0,2.0,2.0
1283,47.3034,50.417,Ses01M_script01_1_F005,sad,2.3333,1.6667,2.3333
1284,56.6816,58.8948,Ses01M_script01_1_F006,sad,2.0,2.3333,1.6667
1285,59.13,62.7211,Ses01M_script01_1_F007,fru,2.3333,3.0,3.3333
1286,64.24,69.2483,Ses01M_script01_1_F008,ang,2.3333,2.3333,2.6667
1287,72.3725,77.4625,Ses01M_script01_1_F009,xxx,2.0,2.6667,4.0
1288,81.81,84.04,Ses01M_script01_1_F010,sur,2.3333,3.0,3.6667
1289,91.9059,95.32,Ses01M_script01_1_F011,ang,2.3333,3.3333,3.3333
1290,105.8606,108.81,Ses01M_script01_1_F012,fru,2.3333,2.3333,3.0
1291,118.3898,120.84,Ses01M_script01_1_F013,xxx,2.6667,2.3333,3.6667
1292,122.46,128.7433,Ses01M_script01_1_F014,ang,1.6667,3.3333,4.0
1293,134.66,145.965,Ses01M_script01_1_F015,ang,2.0,3.3333,4.3333
1294,149.08,155.95,Ses01M_script01_1_F016,ang,1.6667,4.3333,4.3333
1295,166.38,168.4175,Ses01M_script01_1_F017,ang,2.0,2.3333,2.6667
1296,170.04,174.8088,Ses01M_script01_1_F018,xxx,2.3333,2.6667,3.0
1297,179.61,183.78,Ses01M_script01_1_F019,fru,2.3333,3.0,3.0
1298,185.12,188.79,Ses01M_script01_1_F020,ang,1.6667,3.6667,4.0
1299,189.87,192.86,Ses01M_script01_1_F021,xxx,3.0,2.6667,2.3333
1300,194.275,196.59,Ses01M_script01_1_F022,fru,2.3333,2.6667,3.3333
1301,204.2938,212.03,Ses01M_script01_1_F023,ang,1.6667,3.6667,4.3333
1302,213.1,226.15,Ses01M_script01_1_F024,ang,1.6667,4.3333,4.3333
1303,240.56,244.19,Ses01M_script01_1_F025,neu,3.3333,2.6667,3.0
1304,247.1332,251.1095,Ses01M_script01_1_F026,neu,3.0,2.3333,3.0
1305,253.54,258.8275,Ses01M_script01_1_F027,fru,2.3333,3.3333,3.6667
1306,268.7405,274.23,Ses01M_script01_1_F028,fru,2.6667,2.6667,2.6667
1307,278.1,281.21,Ses01M_script01_1_F029,ang,2.3333,2.6667,3.3333
1308,281.59,289.53,Ses01M_script01_1_F030,ang,1.6667,4.0,4.0
1309,299.18,308.35,Ses01M_script01_1_F031,sad,2.0,2.6667,3.3333
1310,308.48,315.05,Ses01M_script01_1_F032,ang,2.0,3.0,4.0
1311,321.42,323.465,Ses01M_script01_1_F033,xxx,3.0,2.3333,2.3333
1312,346.55,349.12,Ses01M_script01_1_F034,sur,1.6667,3.0,3.3333
1313,352.88,356.2574,Ses01M_script01_1_F035,ang,2.6667,3.6667,3.6667
1314,359.08,364.855,Ses01M_script01_1_F036,ang,1.3333,4.3333,4.3333
1315,367.54,370.95,Ses01M_script01_1_F037,ang,2.0,3.3333,4.3333
1316,384.2043,389.97,Ses01M_script01_1_F038,xxx,2.3333,2.6667,4.0
1317,391.9425,394.865,Ses01M_script01_1_F039,ang,1.6667,3.0,4.0
1318,397.1175,408.98,Ses01M_script01_1_F040,ang,1.0,4.3333,4.3333
1319,410.03,412.89,Ses01M_script01_1_F041,ang,1.6667,4.3333,4.0
1320,415.08,418.941,Ses01M_script01_1_F042,ang,2.0,3.3333,2.6667
1321,422.8798,426.0309,Ses01M_script01_1_F043,ang,3.0,2.0,2.3333
1322,11.4962,14.8175,Ses01M_script01_1_M000,neu,2.6667,2.0,2.0
1323,16.23,19.5441,Ses01M_script01_1_M001,xxx,2.6667,2.0,1.6667
1324,23.65,29.785,Ses01M_script01_1_M002,neu,2.3333,2.3333,1.6667
1325,32.97,39.31,Ses01M_script01_1_M003,sad,2.0,2.3333,1.6667
1326,41.61,46.58,Ses01M_script01_1_M004,sad,2.0,2.0,2.3333
1327,50.54,55.66,Ses01M_script01_1_M005,sad,2.0,2.6667,2.3333
1328,62.8336,64.84,Ses01M_script01_1_M006,sad,2.3333,2.3333,1.6667
1329,69.4734,72.3994,Ses01M_script01_1_M007,sad,3.0,2.3333,2.0
1330,76.7,82.3525,Ses01M_script01_1_M008,fru,2.3333,3.0,3.0
1331,84.2534,92.206,Ses01M_script01_1_M009,xxx,2.3333,3.0,3.3333
1332,95.9573,106.345,Ses01M_script01_1_M010,fru,2.6667,3.3333,3.6667
1333,107.96,118.7275,Ses01M_script01_1_M011,fru,2.3333,2.6667,3.3333
1334,120.31,122.62,Ses01M_script01_1_M012,fru,2.0,4.0,4.0
1335,128.2182,135.42,Ses01M_script01_1_M013,fru,2.6667,2.0,3.0
1336,145.36,151.18,Ses01M_script01_1_M014,fru,2.6667,2.6667,2.0
1337,154.65,165.33,Ses01M_script01_1_M015,fru,3.0,2.6667,2.0
1338,168.645,170.37,Ses01M_script01_1_M016,xxx,3.0,2.3333,3.0
1339,175.61,179.29,Ses01M_script01_1_M017,neu,3.0,3.0,3.3333
1340,183.19,185.74,Ses01M_script01_1_M018,fru,2.6667,3.0,3.3333
1341,187.8,190.56,Ses01M_script01_1_M019,fru,2.6667,3.6667,3.3333
1342,192.24,204.6689,Ses01M_script01_1_M020,ang,1.6667,4.0,4.3333
1343,210.78,213.83,Ses01M_script01_1_M021,ang,2.3333,3.3333,4.3333
1344,234.24,241.22,Ses01M_script01_1_M022,fru,1.6667,3.6667,3.3333
1345,243.55,245.9,Ses01M_script01_1_M023,ang,1.3333,4.6667,4.3333
1346,250.7344,254.349,Ses01M_script01_1_M024,sad,2.6667,3.0,2.3333
1347,258.29,267.62,Ses01M_script01_1_M025,xxx,2.6667,2.0,2.6667
1348,273.39,277.85,Ses01M_script01_1_M026,fru,2.3333,3.0,2.0
1349,280.39,282.4625,Ses01M_script01_1_M027,fru,2.6667,3.0,3.6667
1350,288.42,295.59,Ses01M_script01_1_M028,fru,3.0,3.3333,3.0
1351,319.95,321.97,Ses01M_script01_1_M029,xxx,3.0,2.0,1.3333
1352,322.82,329.97,Ses01M_script01_1_M030,fru,1.6667,3.3333,3.0
1353,334.5001,346.89,Ses01M_script01_1_M031,fru,2.6667,3.0,3.3333
1354,348.52,353.4525,Ses01M_script01_1_M032,fru,3.0,3.3333,4.0
1355,356.52,359.2584,Ses01M_script01_1_M033,xxx,2.6667,3.0,3.0
1356,364.25,368.55,Ses01M_script01_1_M034,ang,2.6667,2.6667,3.0
1357,369.3,380.49,Ses01M_script01_1_M035,ang,2.0,4.0,4.6667
1358,380.6425,383.3415,Ses01M_script01_1_M036,fru,2.0,3.0,3.0
1359,389.2,392.15,Ses01M_script01_1_M037,neu,2.3333,2.3333,2.6667
1360,394.4,397.08,Ses01M_script01_1_M038,sad,2.0,2.6667,2.6667
1361,405.18,407.51,Ses01M_script01_1_M039,xxx,2.6667,2.0,1.6667
1362,408.0,410.1525,Ses01M_script01_1_M040,sad,2.6667,2.3333,3.0
1363,412.13,414.78,Ses01M_script01_1_M041,ang,2.6667,3.0,3.6667
1364,418.6034,423.2925,Ses01M_script01_1_M042,sad,3.0,2.0,3.3333
1365,5.3913,8.235,Ses01M_script01_2_F000,ang,2.5,2.5,3.0
1366,12.74,17.28,Ses01M_script01_2_F001,ang,2.5,2.0,3.0
1367,32.63,35.3425,Ses01M_script01_2_F002,xxx,2.5,2.5,3.0
1368,36.76,39.48,Ses01M_script01_2_F003,xxx,2.5,3.0,4.0
1369,41.18,44.7,Ses01M_script01_2_F004,ang,1.5,4.0,4.0
1370,47.62,56.06,Ses01M_script01_2_F005,ang,1.5,4.5,5.0
1371,64.42,72.36,Ses01M_script01_2_F006,xxx,1.5,3.5,4.5
1372,74.01,86.77,Ses01M_script01_2_F007,xxx,2.0,3.0,4.5
1373,92.83,103.0,Ses01M_script01_2_F008,fru,1.5,3.0,4.5
1374,104.705,118.32,Ses01M_script01_2_F009,ang,2.0,4.5,4.5
1375,120.94,124.39,Ses01M_script01_2_F010,xxx,2.0,2.5,3.5
1376,124.98,135.2991,Ses01M_script01_2_F011,ang,1.5,4.5,5.0
1377,136.61,145.6,Ses01M_script01_2_F012,ang,1.5,3.5,4.5
1378,145.64,150.29,Ses01M_script01_2_F013,ang,1.0,3.5,4.5
1379,159.3,161.86,Ses01M_script01_2_F014,xxx,2.0,2.0,2.5
1380,8.4194,12.92,Ses01M_script01_2_M000,neu,3.0,4.0,2.5
1381,18.19,25.36,Ses01M_script01_2_M001,neu,3.0,3.5,2.5
1382,26.55,32.19,Ses01M_script01_2_M002,fru,2.5,3.5,3.5
1383,34.71,37.21,Ses01M_script01_2_M003,fru,2.5,3.0,3.5
1384,39.17,41.69,Ses01M_script01_2_M004,fru,2.0,2.5,3.0
1385,44.67,48.37,Ses01M_script01_2_M005,fru,2.5,3.0,3.5
1386,63.52,65.28,Ses01M_script01_2_M006,fru,2.5,3.0,3.0
1387,71.88,74.4,Ses01M_script01_2_M007,neu,3.0,2.0,2.5
1388,87.53,93.44,Ses01M_script01_2_M008,fru,2.5,2.5,3.5
1389,102.61,106.86,Ses01M_script01_2_M009,fru,2.0,3.5,3.5
1390,119.21,121.2425,Ses01M_script01_2_M010,fru,2.5,2.0,2.5
1391,124.2883,125.3375,Ses01M_script01_2_M011,fru,2.0,2.5,2.5
1392,134.69,137.07,Ses01M_script01_2_M012,fru,2.0,3.0,3.0
1393,138.57,142.3975,Ses01M_script01_2_M013,fru,2.0,3.0,3.0
1394,144.44,146.79,Ses01M_script01_2_M014,fru,2.5,3.0,2.5
1395,147.5375,152.12,Ses01M_script01_2_M015,ang,1.5,4.0,4.0
1396,152.66,157.89,Ses01M_script01_2_M016,ang,2.0,2.5,4.0
1397,163.38,167.43,Ses01M_script01_2_M017,ang,1.5,3.0,4.5
1398,8.2904,11.9425,Ses01M_script01_3_F000,neu,4.0,2.0,2.5
1399,14.5812,20.04,Ses01M_script01_3_F001,neu,4.0,2.0,2.5
1400,20.7769,27.6,Ses01M_script01_3_F002,xxx,4.0,2.0,2.0
1401,30.15,38.2445,Ses01M_script01_3_F003,sad,4.0,1.5,2.5
1402,40.81,44.5425,Ses01M_script01_3_F004,neu,3.5,2.0,2.5
1403,45.75,51.2332,Ses01M_script01_3_F005,sad,3.5,2.0,2.0
1404,53.77,59.22,Ses01M_script01_3_F006,sad,3.0,2.0,2.0
1405,76.82,80.32,Ses01M_script01_3_F007,xxx,3.5,2.0,2.5
1406,80.64,85.28,Ses01M_script01_3_F008,neu,3.5,2.0,2.5
1407,104.15,109.63,Ses01M_script01_3_F009,xxx,4.0,2.5,2.0
1408,148.7,150.8,Ses01M_script01_3_F010,xxx,4.0,3.0,2.0
1409,150.83,154.14,Ses01M_script01_3_F011,xxx,4.0,3.0,2.5
1410,161.93,165.3,Ses01M_script01_3_F012,neu,3.5,2.0,2.0
1411,167.8525,170.49,Ses01M_script01_3_F013,xxx,4.5,1.5,2.0
1412,173.63,175.63,Ses01M_script01_3_F014,exc,4.5,2.0,2.5
1413,177.13,185.63,Ses01M_script01_3_F015,exc,4.5,3.5,3.5
